text,gender
https://t.co/erogwtftyo sissy۪s on the job train sissy secretary https://t.co/yrn2spstry,1
some guy who looks like milton from office space just walked through the office. i couldn't control my laughter.,1
realdiscodonnie because we got one from something not so wonderful getting cancelled as well. so we just gonna get the original refund?,0
httph94 started from the bottom ___ known you for 13 years __,1
bestcoast what size is the one you're wearing? i'm trying to figure the right size for me.,1
i love the man god blessed me with to call daddy because he's the best father and husband to my mom,1
"spectrepremiere dublin can't believe they didn't check the download, nothing in the file!! savoycinemajoke",1
go to the sixers game on my birthday? debate,0
victoriafalls_g i can't promise all the gossip...,0
eminem brought mom۪s spaghetti۪ back for this strange basketball commercial: eminem helps the detroit pistons... https://t.co/6crcb3rcux,1
"you hearing lies everyday, all you gotta do is turn on the tv.",0
experts split on likely long-range strike bomber winner: the us air force is poised to deliver the decision of... https://t.co/79tnzsdbcz,0
onedirection favorite duo or group pop/rock at the amas,0
onedirection favorite duo or group pop/rock at the amas,0
ashkeeline &amp; i have absolutely the perfect girlfriend that i can possibly dream of,0
32 on me &amp; it's hotter then the sun_մ_մ,0
onedirection favorite duo or group pop/rock at the amas,0
lpnorthover aurum_boss libdems we will at a point remember with fondness the liberal impact on tory measures,1
that's really all the explanation i need .,1
the worst thing about liking someone is having to read their horoscope too,1
onedirection favorite duo or group pop/rock at the amas,0
"eggelletion with all due respect, sir. puerto rico is part of the us -- albeit, not willingly -- but, pr people are us citizens!",1
dumbcreationist there's nothing new in the paper or it would be pasted on every tv screen worldwide! it's the same unsubstantiated rot.,0
linzsportsit with the exception on janesports and cbrennansports the sports reporters i follow have been quiet which is disappointing.,1
2 of 5 stars to the rosie project by graeme simsion https://t.co/pds9if0ytc,1
meacher's motion to delay has been voted through 307 -277 the contents have it.,1
we gone show the world the definition of real.,0
"check out the largest pink diamond to ever be auctioned, price tag starts at 15m https://t.co/dr5vcvezv0",1
onedirection favorite duo or group pop/rock at the amas,0
onedirection favorite duo or group pop/rock at the amas,1
the only nudes he'll be getting are the colour schemes for my art,1
why are there so many plant and animal species ? book the mystery of origin of the universe۝ https://t.co/jc0vgn1qsw _ _ _ _ _ _,0
"the odds of you being born: the exact time, place, to your specific parents, your dna structure etc., is 1 in 4 trillion. 
you're lucky. __ُ_",1
cuestionmarque don't forget billions in subsidies given 2 wealthy farmers. at the same time slashing benefits 4 starving children.,1
pedro saying he's finding it hard at chelsea because the football is different from barca's...everyone knows chelsea bus parking football,0
seems like the closer i get to flying home it gets further away_ mannnnn,1
first basketball season with a high school that's not navarre,0
35 hunned for the coat,1
"strifechaospain the way of the nugget. if your a nugget, can i eat you?",1
all the bs in my life i should be writing down!,1
steve228uk i think its even more shocking that talktalk didn't feel the need to encrypt their data regardless of whether they're obliged to,0
always let the people who got to the bus stop before you get on first,1
flxwashington im bout to be by yu at the stu,0
the counselor is in _٪_ُ_ god is good. dream job https://t.co/micko1rvgv,1
wanna wear my real hair but the fact that its naturally curly kills me. _,1
"harry_styles
your beautiful voice never
fails to amaze me. i'm so
excited for the new album
mind following me please?
i love you_ٍ_ٍ_ٍ171.065",1
top 5 independent watches of the year https://t.co/a0zhpr7yaa https://t.co/nwon61cioe,1
evey_gallardo youre pushing away the ones who actually gave a shit about you. i'll stop though don't even gotta trip but hey i'll be around,1
"ride the pipe like a bike, make sure you going the distance ___ُ_",1
eme rnb singer comes through with yet another catchy tune but this time around is the remix of his previously... https://t.co/jcjje7p9ux,0
"their is an urgent matter dat needs the sincere attention of kano. our struggle is finally coming tru. we hv 2 meet 2moro, either b4 or aft",0
can't fight the moonlight with lyrics https://t.co/rix04ss2ky,1
i recorded myself singing clocks. its as bad as you think. it'll go up when i capture the ic title,0
"wevansmusic trevorhallmusic loved having you and trevorhallmusic in columbia, mo.  soulful evening the_blue_note, indeed.  happy trails!",1
so hard to convince someone to watch hollyoaks when the acting is as bad as tonight _,1
longevity secrets from around the globe https://t.co/ikkypzn1hk,1
prayers go out to oklahoma state university cause last week 4 ppl died and 44 injured during the shooting at osu homecoming parade.,0
"tim_muma ramieistweeting people are choosing to eliminate the 1 season with the largest sample size. also, jordan comment was sarcasm",0
the manobos of mindanao by john m. garvan https://t.co/umeiapox7h https://t.co/hcsohcyo0z,1
the house of lords has voted to delay the cuts to taxcredits,1
"nokesy95 no head phones nokes... thinks he can dj without headphones bringing in the next track, high hats everywhere",0
andray blatche playin' ball in china &amp; still got me blocked. i gave up the rights to the domain andrayblatchesucks dot com 2 yrs ago,0
wen i try too sign in it says unable too sign in but i was just told that i needed the play station plusaskeasupport,0
"no matter the cost, i will preach gospel void of african beliefs and man made doctrines.  i will refuse to put... https://t.co/1z506hlkbt",0
"realjerryjones greg hardy is disrespectful and thuggish. it doesn't matter how good he is, you are damaging your rep and the teams rep",0
someone give me plans for the daaaaaay,0
katmele_ ya get the fuck out my mentions,0
"1979 advertisement / flyer for the units first 4 song, 7"" e.p. art by tom bonauro.
available as a reissue on fdh... https://t.co/nsruppgyct",0
"repost kd_brand
ȋȋ
the queen gq_giftedqueen kdbrand wolfpackjacket shop https://t.co/dnonlxxlqa dab_ https://t.co/az3g9ippaa",1
wait no this is the last episode of futurama oh no,0
i'm super sensitive over the internet              if you call me silly via msn i will die etc,1
paul ryan and the fight for the gop۪s soul: if ryan can co-opt half or more of the freedom_ https://t.co/73fdzxoa63,0
amazing: see igbo village in the united states ofamerica https://t.co/xwwbkapww6 https://t.co/kbzom1ypnm,0
the digital entrepreneur: the dream of building a business around digital products and services is as old as t... https://t.co/mopqrr2cpb,1
nba i play basketball to escape reality. between the exercise and the diff personalities memories are made!,1
the back of the pumpkin me and lily did. halloween pumpkin pumpkin carving https://t.co/3csiaw4zvz,1
"harry_styles the words will never be strong enough for describe all the love, respect and admiration i feel for you...follow me pls? x8345",0
the best picture ive ever took. otrabirmingham3 otra onedirection https://t.co/xobnhww0pw,1
here are the apple watch faces ranked worst to best applewatchbands https://t.co/elrniztwnv https://t.co/1l7qmsjipp,0
mungaab and his district leaders are gone. i hope the new mayor gets rid of those thugs and there is a wider representation.,0
"allanschumacher extralife4kids ""100% of the donations received go to the hospitals being supported."" absolutely fantastic!!",0
"fzschools all thanks to the freshmen of the nhs band!
creditwhereitsdue",0
"using fresh herbs for cooking, fantastic teas, healing ailments? grow your own herb garden and enjoy the rewards: https://t.co/c7jffml2s8",0
ugh everytime the main lead is with her i want them to end up together but when the second lead shows up too i like him just as much,0
"the tackles against our players, you'd swear somebody sent these teams to sabotage us.",0
"yknow what, i'm so damn done. want me, don't want me, i don't care, miss me or don't, don't care, cya later.",0
out of all the jackasses in the world i chose you. have an amazing day babe troystickitin48. love black bird _٪ https://t.co/tb2fbujqbc,1
i have this crazy ass headache. don't think i'm gonna hit the gym tonight...,0
the secret lies in our sense of wonder and beauty.,0
lol time warner cable is literally the worst,1
unbiasedsprtsfn hosmer is the other guy i was thinking too. i agree with you 100%,1
sometimes the wrong things lead us to the right places,1
"z100newyork please let me attend the future now vip party tonight i love demi and nick z100futurenow 
___________ x123",1
"natalia_lach oh i know, it's not the first time that i drink it ; i'm just out of most of my reserve bottles of alcohol :p :d",1
he's played the game the whole year and still doesn't have a sausage of what's going on -iclovah,0
"okay, yr is giving me a headache. one minute they hate adam &amp; the next minute they are treating adam like he is a saint. make up you mind!",1
"the a-n-t-i-c-i-p-a-t-i-o-n. ""livecalmafrica: we'll be dropping some fine images tomorrow noon _""",0
the giants slow.,1
onebadmac billycorben he wants the job. he's said it already and practically begs for it,0
